#node	date	numeric date
NC_008580.1	2004-11-30	2004.913934
NODE_0000275	1658-04-24	1658.310628
NODE_0000276	1752-01-17	1752.043925
NC_040601.1	2007-01-13	2007.034247
NODE_0000277	1876-10-01	1876.750518
NC_026315.1	2007-01-12	2007.031507
NC_026316.1	2007-01-13	2007.034247
NODE_0000278	1672-10-08	1672.769817
NC_005281.1	2007-07-03	2007.502740
NODE_0000279	1743-10-17	1743.793913
NC_022611.1	2013-03-25	2013.228767
NODE_0000280	1814-05-08	1814.349036
NC_030843.1	2014-05-28	2014.404110
NC_032222.1	2007-01-10	2007.026027
NODE_0000281	1404-05-09	1404.355094
NODE_0000282	1803-12-01	1803.917169
NC_036588.1	2007-01-13	2007.034247
NC_018506.1	2004-01-10	2004.025956
NODE_0000283	1439-11-21	1439.889173
NODE_0000284	1490-02-14	1490.123032
NODE_0000285	1539-05-05	1539.340449
NODE_0000286	1903-03-20	1903.215924
NC_023987.1	2009-07-15	2009.535616
NC_038318.1	2018-08-24	2018.645205
NODE_0000287	1710-03-25	1710.229252
NODE_0000288	1839-05-11	1839.356988
OQ818318	2018-02-15	2018.124658
NODE_0000289	1936-01-13	1936.035289
OQ818323	2018-07-29	2018.573973
OQ818324	2018-07-29	2018.573973
NODE_0000290	1753-06-30	1753.495598
NC_055159.1	2014-08-15	2014.620548
NODE_0000291	1900-01-28	1900.074623
NC_018668.1	2007-01-07	2007.017808
NC_025675.1	1981-07-01	1981.497260
NODE_0000292	1511-04-07	1511.265695
NODE_0000293	1688-02-05	1688.098238
NODE_0000294	1740-05-17	1740.375621
NC_039209.1	1965-07-01	1965.497260
NODE_0000295	1813-04-29	1813.324067
NC_003983.1	1996-03-25	1996.230874
NC_026249.1	2001-04-14	2001.283562
NODE_0000296	1841-10-29	1841.825856
NODE_0000297	2010-01-10	2010.025135
NC_034245.1	2014-04-20	2014.300000
NC_038303.1	2010-01-10	2010.026027
NODE_0000298	1900-06-08	1900.433530
NC_002615.1	1996-02-16	1996.127049
NODE_0000299	1930-09-17	1930.709928
NC_001543.1	2000-08-01	2000.583333
NC_011704.1	2005-01-07	2005.017808
NODE_0000300	1541-08-08	1541.600252
NODE_0000301	1754-04-06	1754.263003
NC_001479.1	2000-08-01	2000.583333
NODE_0000302	1793-11-20	1793.885731
NODE_0000303	1836-11-07	1836.851442
NC_025432.1	2005-01-12	2005.031507
NC_024766.1	2010-10-08	2010.768493
NODE_0000304	1818-01-04	1818.009913
NC_032126.1	2007-01-13	2007.034247
NC_040684.1	2007-02-16	2007.127397
NODE_0000305	1591-02-10	1591.110494
NODE_0000306	1721-02-14	1721.120989
NODE_0000307	1789-01-24	1789.064255
NC_026470.1	2009-02-14	2009.121918
NODE_0000308	1845-08-24	1845.644127
NC_011349.1	2006-05-16	2006.371233
NC_038305.1	2006-04-19	2006.297260
NODE_0000309	1768-01-03	1768.005879
NC_001366.1	1990-09-13	1990.700000
NODE_0000310	1768-01-03	1768.005879
NODE_0000311	1820-07-09	1820.520594
NC_034206.1	2016-03-13	2016.198087
NODE_0000312	1956-06-05	1956.427529
OQ818317	2018-02-15	2018.124658
NC_033818.1	2012-01-13	2012.034153
NODE_0000313	1822-04-06	1822.261206
